,員工滿意度,雇主評分,工作項目,每月工作時數,工作年資,工傷紀錄,在職中,近5年升遷,職務,薪資
495,0.37,0.57,2,155,3,0,1,0,技術支援,1
496,0.44,0.48,2,146,3,0,1,0,技術支援,1
497,0.53,0.85,2,164,5,0,1,0,技術支援,1
498,0.09,0.96,6,259,4,0,1,0,技術支援,1
499,0.11,0.89,6,293,4,0,1,0,技術支援,1
500,0.83,0.96,5,275,5,0,1,0,技術支援,1
501,0.88,1,5,219,6,1,1,0,技術員,1
502,0.1,0.89,6,247,4,0,1,0,技術員,1
503,0.09,0.86,7,309,4,0,1,0,技術員,1
504,0.44,0.54,2,151,3,0,1,0,經理,1
505,0.39,0.51,2,129,3,0,1,0,資訊科技,1
506,0.87,0.94,4,274,5,0,1,0,資訊科技,1
507,0.74,0.99,4,233,5,0,1,0,資訊科技,1
508,0.1,0.95,7,289,4,0,1,0,資訊科技,1
509,0.74,0.82,4,239,6,0,1,0,資訊科技,1
510,0.75,0.99,5,221,5,0,1,0,產品管理,1
511,0.41,0.56,2,150,3,0,1,0,產品管理,1
512,0.41,0.45,2,144,3,1,1,0,產品管理,1
513,0.09,0.9,7,289,4,0,1,0,產品管理,1
514,0.09,0.8,6,301,5,0,1,0,資訊科技,2
515,0.39,0.57,2,145,3,0,1,0,財務會計,2
516,0.4,0.56,2,137,3,0,1,0,財務會計,2
517,0.37,0.54,2,131,3,1,1,0,人力資源,2
518,0.1,0.84,6,246,4,0,1,0,人力資源,2
519,0.43,0.51,2,136,3,0,1,0,人力資源,2
520,0.75,0.85,5,240,6,1,1,0,行銷,2
521,0.37,0.56,2,156,3,0,1,0,業務,2
522,0.11,0.85,6,305,4,0,1,0,財務會計,2
523,0.45,0.45,2,154,3,1,1,0,技術支援,2
524,0.87,1,5,261,5,1,1,0,技術員,2
525,0.11,0.94,7,244,4,0,1,0,經理,2
526,0.45,0.54,2,129,3,0,1,0,行銷,3
527,0.81,0.87,4,254,5,0,1,0,行銷,1
528,0.77,0.91,5,236,5,0,1,0,行銷,2
529,0.89,0.92,5,237,5,0,1,0,業務,2
530,0.43,0.49,2,135,3,0,1,0,業務,2
531,0.78,1,5,236,5,0,1,0,業務,2
532,0.37,0.47,2,149,3,0,1,0,業務,1
533,0.37,0.5,2,141,3,0,1,0,業務,1
534,0.85,0.82,4,270,5,0,1,0,業務,1
535,0.41,0.47,2,138,3,0,1,0,業務,1
536,0.11,0.96,6,298,4,0,1,0,業務,1
537,0.75,0.99,5,254,5,0,1,0,業務,1
538,0.82,0.85,5,248,5,0,1,0,業務,1
539,0.79,1,5,257,6,0,1,0,業務,1
540,0.43,0.53,2,150,3,0,1,0,業務,1
541,0.1,0.9,7,281,4,0,1,0,業務,1
542,0.46,0.48,2,141,3,1,1,0,業務,1
543,0.43,0.57,2,157,3,0,1,0,業務,1
544,0.43,0.55,2,136,3,0,1,0,業務,1
545,0.11,0.8,7,296,4,0,1,0,業務,1
546,0.09,0.86,6,279,4,0,1,0,業務,1
547,0.37,0.53,2,131,3,0,1,0,業務,1
548,0.4,0.57,2,160,3,0,1,0,財務會計,1
549,0.1,0.77,7,291,4,0,1,0,財務會計,1
550,0.41,0.53,2,157,3,0,1,0,財務會計,1
551,0.79,0.58,3,294,4,0,1,0,人力資源,1
552,0.11,0.79,7,310,4,0,1,0,人力資源,1
553,0.1,0.97,6,282,4,0,1,0,人力資源,2
554,0.44,0.51,2,134,3,0,1,0,人力資源,2
555,0.25,0.46,4,214,4,0,1,0,技術員,2
556,0.44,0.52,2,137,3,0,1,0,技術員,2
557,0.73,1,4,252,5,0,1,0,技術員,2
558,0.75,0.97,5,243,6,0,1,0,技術員,2
559,0.36,0.47,2,148,3,0,1,0,技術員,2
560,0.37,0.49,2,151,3,0,1,0,技術員,2
561,0.39,0.49,2,129,3,0,1,0,技術員,2
562,0.48,0.78,2,198,2,0,1,0,技術員,2
563,0.57,0.72,4,275,6,0,1,0,技術員,2
564,0.9,0.96,5,243,5,0,1,0,技術員,2
565,0.39,0.55,2,159,3,0,1,0,技術員,3
566,0.44,0.51,2,145,3,0,1,0,技術支援,1
567,0.81,0.88,5,242,5,0,1,0,技術支援,2
568,0.74,0.87,5,242,5,0,1,0,技術支援,2
569,0.44,0.56,2,145,3,0,1,0,技術支援,2
570,0.41,0.56,2,154,3,0,1,1,技術支援,2
571,0.4,0.51,2,139,3,0,1,0,技術支援,1
572,0.46,0.57,2,152,3,0,1,0,技術支援,1
573,0.8,0.83,2,211,3,0,1,0,技術支援,1
574,0.87,0.9,5,258,5,0,1,0,技術支援,1
575,0.39,0.54,2,155,3,0,1,0,技術支援,1
576,0.38,0.55,2,148,3,0,1,0,技術支援,1
577,0.66,0.67,2,255,3,0,1,0,技術員,1
578,0.1,0.8,6,264,4,0,1,0,技術員,1
579,0.37,0.54,2,132,3,0,1,0,技術員,1
580,0.1,0.77,6,255,4,0,1,0,經理,1
581,0.09,0.87,5,263,4,0,1,0,資訊科技,1
582,0.86,0.84,5,222,5,0,1,0,資訊科技,1
583,0.11,0.9,6,263,4,0,1,0,資訊科技,1
584,0.37,0.46,2,157,3,0,1,0,資訊科技,1
585,0.11,0.92,7,307,4,0,1,0,資訊科技,1
586,0.77,0.98,5,259,6,0,1,0,產品管理,1
587,0.84,0.94,5,222,6,0,1,0,產品管理,1
588,0.1,0.84,7,250,4,0,1,0,產品管理,1
589,0.83,0.9,5,245,5,0,1,0,產品管理,1
590,0.11,0.79,6,292,4,0,1,0,資訊科技,1
591,0.86,0.92,5,252,5,0,1,0,研發,1
592,0.38,0.56,2,161,3,0,1,0,研發,2
593,0.11,0.88,5,250,4,0,1,0,研發,2
594,0.45,0.49,2,134,3,0,1,0,研發,2
595,0.1,0.85,7,279,4,0,1,0,研發,2
596,0.09,0.95,7,256,4,0,1,0,行銷,2
597,0.39,0.53,2,127,3,0,1,0,業務,2
598,0.37,0.47,2,138,3,1,1,0,財務會計,2
599,0.81,0.97,5,243,5,0,1,0,技術支援,2
600,0.09,0.9,7,296,4,0,1,0,技術員,2
601,0.1,0.88,7,267,4,0,1,0,經理,2
602,0.39,0.49,2,144,3,0,1,0,行銷,2
603,0.83,0.95,4,251,5,0,1,0,行銷,2
604,0.45,0.57,2,148,3,0,1,0,行銷,3
605,0.43,0.51,2,141,3,0,1,0,業務,1
606,0.8,0.75,3,268,2,0,1,0,業務,2
607,0.1,0.86,6,247,4,0,1,0,業務,2
608,0.1,0.55,2,247,4,0,1,0,業務,2
609,0.36,0.52,2,146,3,0,1,0,業務,2
610,0.38,0.5,2,140,3,0,1,0,業務,1
611,0.78,0.98,5,263,6,0,1,0,業務,1
612,0.1,0.9,7,286,4,0,1,0,業務,1
613,0.34,0.67,4,141,2,0,1,0,業務,1
614,0.11,0.89,6,260,5,0,1,0,業務,1
615,0.38,0.56,2,154,3,0,1,0,業務,1
616,0.82,0.92,5,225,5,0,1,0,業務,1
617,0.39,0.57,2,127,3,0,1,0,業務,1
618,0.44,0.53,2,140,3,0,1,0,業務,1
619,0.43,0.52,2,147,3,0,1,0,業務,1
620,0.84,0.83,4,227,5,0,1,0,財務會計,1
621,0.43,0.48,2,153,3,0,1,0,財務會計,1
622,0.37,0.52,2,128,3,0,1,0,財務會計,1
623,0.74,0.97,4,228,5,0,1,0,人力資源,1
624,0.73,0.97,5,235,5,0,1,0,人力資源,1
625,0.37,0.47,2,148,3,0,1,0,人力資源,1
626,0.58,0.62,4,238,3,0,1,0,人力資源,1
627,0.4,0.54,2,141,3,0,1,0,技術員,2
628,0.51,0.83,5,249,4,0,1,0,技術員,2
629,0.46,0.5,2,151,3,0,1,0,技術員,2
630,0.45,0.54,2,129,3,0,1,0,技術員,2
631,0.46,0.5,2,156,3,0,1,0,技術員,2
632,0.39,0.45,2,134,3,0,1,0,技術員,2
633,0.09,0.88,6,269,4,0,1,0,技術員,2
634,0.09,0.77,6,290,4,0,1,0,技術員,2
635,0.37,0.51,2,132,3,0,1,0,技術員,2
636,0.1,0.89,7,308,4,0,1,0,技術員,2
637,0.77,1,4,232,5,0,1,0,技術員,2
638,0.79,0.86,5,235,5,0,1,0,技術支援,2
639,0.43,0.55,2,130,3,0,1,0,技術支援,3
640,0.38,0.53,2,146,3,0,1,0,技術支援,1
641,0.77,0.91,5,221,6,0,1,0,技術支援,2
642,0.44,0.5,2,130,3,0,1,0,技術支援,2
643,0.39,0.46,2,136,3,0,1,0,技術支援,2
644,0.78,0.89,5,274,6,0,1,0,技術支援,2
645,0.1,0.79,6,256,5,0,1,0,技術支援,1
646,0.1,0.77,5,276,4,0,1,0,技術支援,1
647,0.75,0.85,5,267,5,0,1,0,技術支援,1
648,0.46,0.62,6,213,3,0,1,0,技術支援,1
649,0.91,0.97,4,274,6,0,1,0,技術員,1
650,0.1,0.92,6,258,4,0,1,0,技術員,1
651,0.72,0.6,3,153,5,0,1,0,技術員,1
652,0.11,0.95,6,245,4,0,1,0,經理,1
653,0.11,0.94,6,264,4,0,1,0,資訊科技,1
654,0.46,0.57,2,154,3,0,1,0,資訊科技,1
655,0.37,0.46,2,149,3,0,1,0,資訊科技,1
656,0.46,0.5,2,157,3,0,1,0,資訊科技,1
657,0.43,0.57,2,127,3,0,1,0,資訊科技,1
658,0.11,0.82,6,270,4,0,1,0,產品管理,1
659,0.73,0.89,5,236,6,0,1,0,產品管理,1
660,0.43,0.47,2,158,3,0,1,0,產品管理,1
661,0.86,1,5,229,5,0,1,0,產品管理,1
662,0.1,0.83,6,269,4,0,1,0,資訊科技,1
663,0.4,0.49,2,128,3,0,1,0,業務,1
664,0.11,0.87,7,278,4,0,1,0,業務,1
665,0.86,0.98,3,158,5,0,1,0,業務,1
666,0.42,1,3,202,3,0,1,0,業務,2
667,0.79,0.84,4,240,5,0,1,0,業務,2
668,0.1,0.96,7,255,4,0,1,0,行銷,2
669,0.09,0.92,7,254,4,0,1,0,業務,2
670,0.09,0.82,6,257,4,0,1,0,財務會計,2
671,0.87,1,4,228,5,0,1,0,技術支援,2
672,0.36,0.49,2,145,3,0,1,0,技術員,2
673,0.42,0.75,3,218,4,0,1,0,經理,2
674,0.84,0.86,5,268,5,0,1,0,行銷,2
675,0.1,0.83,6,278,4,0,1,0,行銷,2
676,0.78,0.71,3,249,5,0,1,0,行銷,2
677,0.35,0.99,3,236,4,0,1,0,業務,2
678,0.1,0.81,7,291,4,0,1,0,業務,3
679,0.11,0.8,6,306,4,0,1,0,業務,1
680,0.43,0.48,2,135,3,0,1,0,業務,2
681,0.38,0.45,2,156,3,0,1,0,業務,2
682,0.46,0.54,2,143,3,0,1,0,業務,2
683,0.89,0.82,4,243,5,0,1,0,業務,2
684,0.45,0.5,2,147,3,0,1,0,業務,1
685,0.44,0.53,2,159,3,0,1,0,業務,1
686,0.74,0.54,5,216,3,0,1,0,業務,1
687,0.45,0.54,2,152,3,0,1,0,業務,1
688,0.79,0.93,4,226,5,0,1,0,業務,1
689,0.79,0.91,5,271,5,0,1,0,業務,1
690,0.11,0.87,6,255,4,0,1,0,業務,1
691,0.42,0.48,2,140,3,0,1,0,業務,1
692,0.64,0.9,6,252,2,0,1,0,業務,1
693,0.4,0.55,2,159,3,0,1,0,業務,1
694,0.84,0.98,5,270,5,0,1,0,業務,1
695,0.73,0.92,5,232,5,0,1,0,業務,1
696,0.4,0.51,2,144,3,0,1,0,財務會計,1
697,0.36,0.45,2,127,3,0,1,0,財務會計,1
698,0.43,0.47,2,131,3,0,1,0,財務會計,1
699,0.11,0.78,6,243,4,0,1,0,人力資源,1
700,0.91,1,5,244,6,0,1,0,人力資源,1
701,0.8,1,5,260,5,0,1,0,人力資源,1
702,0.42,0.49,2,139,3,0,1,0,人力資源,1
703,0.31,0.87,4,184,3,0,1,0,技術員,1
704,0.44,0.47,2,130,3,0,1,0,技術員,1
705,0.38,0.54,2,135,3,0,1,0,技術員,2
706,0.45,0.56,2,146,3,0,1,0,技術員,2
707,0.43,0.46,2,149,3,0,1,0,技術員,2
708,0.45,0.46,2,153,3,1,1,0,技術員,2
709,0.43,0.57,2,160,3,0,1,0,技術員,2
710,0.43,0.49,2,160,3,0,1,0,技術員,2
711,0.09,0.83,6,282,4,0,1,0,技術員,2
712,0.43,0.47,2,128,3,0,1,0,技術員,2
713,0.79,0.94,4,232,5,0,1,0,技術員,2
714,0.85,0.58,3,226,2,0,1,0,技術支援,2
715,0.38,0.45,2,129,3,0,1,0,技術支援,2
716,0.11,0.92,7,255,4,0,1,0,技術支援,2
717,0.83,0.99,5,258,5,0,1,0,技術支援,3
718,0.81,0.91,4,229,5,0,1,0,技術支援,1
719,0.42,0.56,2,143,3,0,1,0,技術支援,2
720,0.11,0.87,6,257,4,0,1,0,技術支援,2
721,0.11,0.85,7,275,4,0,1,0,技術支援,2
722,0.1,0.89,7,291,4,0,1,0,技術支援,2
723,0.5,0.54,5,153,4,0,1,0,技術支援,1
724,0.44,0.49,2,154,3,0,1,0,技術支援,1
725,0.11,0.9,6,301,4,0,1,0,技術員,1
726,0.39,0.52,2,134,3,0,1,0,技術員,1
727,0.11,0.78,6,245,4,0,1,0,技術員,1
728,0.36,0.5,2,132,3,0,1,0,經理,1
729,0.43,0.51,2,130,3,0,1,0,資訊科技,1
730,0.4,0.5,2,127,3,0,1,0,資訊科技,1
731,0.86,0.84,4,246,6,0,1,0,資訊科技,1
732,0.38,0.49,2,145,3,0,1,0,資訊科技,1
733,0.46,0.45,2,138,3,0,1,1,資訊科技,1
734,0.37,0.57,2,129,3,0,1,0,產品管理,1
735,0.43,0.52,2,150,3,0,1,0,產品管理,1
736,0.66,0.93,5,253,5,0,1,0,產品管理,1
737,0.37,0.48,2,160,3,0,1,0,產品管理,1
738,0.77,0.92,5,235,5,0,1,0,資訊科技,1
739,0.38,0.55,2,151,3,0,1,0,業務,1
740,0.39,0.54,2,127,3,0,1,0,業務,1
741,0.41,0.55,2,151,3,0,1,0,業務,1
742,0.1,0.9,7,290,4,0,1,0,業務,1
743,0.09,0.93,6,249,4,0,1,0,業務,1
744,0.41,0.47,2,131,3,0,1,0,行銷,2
745,0.39,0.46,2,159,3,0,1,0,業務,2
746,0.83,0.99,4,223,5,0,1,0,財務會計,2
747,0.09,0.87,3,214,2,0,1,0,技術支援,2
748,0.75,0.81,5,227,5,0,1,0,技術員,2
749,0.44,0.54,2,127,3,0,1,0,經理,2
750,0.1,0.84,6,293,5,0,1,0,行銷,2
751,0.42,0.46,2,141,3,0,1,0,行銷,2
752,0.1,0.83,6,300,4,0,1,0,行銷,2
753,0.1,0.86,6,309,4,0,1,0,業務,2
754,0.31,0.77,4,149,3,0,1,0,業務,2
755,0.42,0.54,2,159,3,0,1,0,業務,2
756,0.38,0.5,2,152,3,0,1,0,業務,3
757,0.39,0.57,2,158,3,0,1,0,業務,1
758,0.1,0.97,6,254,5,0,1,0,業務,2
759,0.11,0.93,6,294,4,0,1,0,業務,2
760,0.1,0.92,7,269,4,0,1,0,業務,2
761,0.11,0.9,7,247,4,0,1,0,業務,2
762,0.44,0.65,3,271,4,0,1,0,業務,1
763,0.91,0.96,4,232,5,0,1,0,業務,1
764,0.72,1,4,245,5,0,1,0,業務,1
765,0.36,0.46,2,132,3,0,1,0,業務,1
766,0.44,0.57,2,131,3,0,1,0,業務,1
767,0.85,0.99,5,248,5,0,1,0,業務,1
768,0.78,0.93,5,225,5,0,1,0,業務,1
769,0.39,0.46,2,156,3,0,1,0,業務,1
770,0.78,0.81,3,222,2,0,1,0,業務,1
771,0.1,0.92,6,243,4,1,1,0,業務,1
772,0.23,0.99,4,204,4,1,1,0,財務會計,1
773,0.11,0.87,6,301,4,0,1,0,財務會計,1
774,0.9,0.83,5,259,5,0,1,0,財務會計,1
775,0.91,0.89,4,247,5,0,1,0,人力資源,1
776,0.11,0.79,7,295,4,0,1,0,人力資源,1
777,0.43,0.54,2,150,3,0,1,0,人力資源,1
778,0.45,0.49,2,151,3,0,1,0,人力資源,1
779,0.11,0.91,5,291,4,0,1,0,技術員,1
780,0.11,0.93,6,253,4,1,1,0,技術員,1
781,0.43,0.5,2,161,3,0,1,0,技術員,1
782,0.91,0.97,4,251,6,0,1,0,技術員,1
783,0.43,0.55,2,153,3,0,1,0,技術員,2
784,0.85,0.82,5,264,6,0,1,0,技術員,2
785,0.1,0.77,6,310,4,0,1,0,技術員,2
786,0.81,0.95,5,266,5,0,1,0,技術員,2
787,0.36,0.62,4,237,2,0,1,0,技術員,2
788,0.45,0.54,2,138,3,0,1,0,技術員,2
789,0.86,1,5,227,5,0,1,0,技術員,2
790,0.71,1,4,300,5,0,1,0,技術支援,2
791,0.11,0.97,7,310,4,0,1,0,技術支援,2
792,0.84,0.93,5,236,5,0,1,0,技術支援,2
793,0.09,0.97,7,288,4,0,1,0,技術支援,2
794,0.38,0.49,2,127,3,0,1,0,技術支援,2
795,0.15,0.55,6,139,4,0,1,0,技術支援,3
796,0.1,0.92,7,253,4,1,1,0,技術支援,1
797,0.8,0.97,4,218,5,1,1,0,技術支援,2
798,0.84,0.97,5,251,5,0,1,0,技術支援,2
799,0.11,0.87,6,264,4,0,1,0,技術支援,2
800,0.89,0.79,3,149,2,0,1,0,技術支援,2
801,0.45,0.51,2,138,3,0,1,0,技術員,1
802,0.11,0.93,7,284,4,0,1,0,技術員,1
803,0.74,0.93,5,244,5,0,1,0,技術員,1
804,0.41,0.5,2,128,3,0,1,0,經理,1
805,0.44,0.53,2,154,3,0,1,0,資訊科技,1
806,0.37,0.56,2,138,3,0,1,0,資訊科技,1
807,0.11,0.86,6,308,4,0,1,0,資訊科技,1
808,0.1,0.93,6,269,4,0,1,0,資訊科技,1
809,0.7,0.74,6,136,3,0,1,0,資訊科技,1
810,0.59,1,2,160,5,0,1,0,產品管理,1
811,0.38,0.53,2,138,3,0,1,0,產品管理,1
812,0.72,0.95,4,220,5,0,1,0,產品管理,1
813,0.73,1,5,274,5,0,1,0,產品管理,1
814,0.39,0.48,2,161,3,0,1,0,資訊科技,1
815,0.89,0.82,5,224,6,0,1,0,研發,1
816,0.89,1,4,260,5,0,1,0,研發,1
817,0.11,0.78,6,300,4,1,1,0,研發,1
818,0.43,0.56,2,133,3,0,1,0,研發,1
819,0.09,0.93,6,308,4,0,1,0,研發,1
820,0.81,0.9,5,238,6,0,1,0,行銷,1
821,0.37,0.53,2,126,3,0,1,0,業務,1
822,0.36,0.56,2,138,3,0,1,0,財務會計,2
823,0.11,0.85,6,299,4,0,1,0,技術支援,2
824,0.1,0.85,6,254,4,0,1,0,技術員,2
825,0.66,0.47,7,156,2,0,1,0,經理,2
826,0.39,0.47,2,152,3,0,1,0,行銷,2
827,0.44,0.51,2,146,3,0,1,0,行銷,2
828,0.1,0.84,6,253,4,0,1,0,行銷,2
829,0.79,0.94,5,227,6,0,1,0,業務,2
830,0.1,0.81,6,301,4,1,1,0,業務,2
831,0.54,0.94,6,294,3,0,1,0,業務,2
832,0.37,0.47,2,151,3,0,1,0,業務,2
833,0.37,0.57,2,128,3,0,1,0,業務,2
834,0.82,0.89,5,217,5,0,1,0,業務,3
835,0.45,0.52,2,160,3,0,1,0,業務,1
836,0.79,0.9,5,263,5,0,1,0,業務,2
837,0.42,0.56,2,156,3,0,1,0,業務,2
838,0.1,0.85,6,273,4,0,1,0,業務,2
839,0.11,0.78,6,303,4,0,1,0,業務,2
840,0.74,1,4,253,5,0,1,0,業務,1
841,0.1,0.93,6,270,4,0,1,0,業務,1
842,0.79,1,4,218,5,0,1,0,業務,1
843,0.43,0.48,2,144,3,0,1,0,業務,1
844,0.41,0.47,2,154,3,0,1,0,業務,1
845,0.39,0.55,2,146,3,0,1,0,業務,1
846,0.1,0.94,6,260,4,0,1,0,業務,1
847,0.82,0.85,5,218,5,0,1,0,業務,1
848,0.41,0.46,2,128,3,0,1,0,財務會計,1
849,0.42,0.56,2,128,3,0,1,0,財務會計,1
850,0.74,0.88,4,248,6,0,1,0,財務會計,1
851,0.38,0.57,2,152,3,1,1,0,人力資源,1
852,0.39,0.56,2,126,3,0,1,0,人力資源,1
853,0.87,0.94,4,260,5,0,1,0,人力資源,1
854,0.1,0.9,5,263,4,0,1,0,人力資源,1
855,0.78,1,5,220,5,0,1,0,技術員,1
856,0.14,0.73,7,282,5,0,1,0,技術員,1
857,0.11,0.94,6,277,5,0,1,0,技術員,1
858,0.91,0.94,5,257,5,0,1,0,技術員,1
859,0.49,0.63,6,265,3,0,1,0,技術員,1
860,0.38,0.47,2,143,3,0,1,0,技術員,1
861,0.82,0.97,5,263,5,0,1,0,技術員,2
862,0.38,0.88,3,154,4,0,1,0,技術員,2
863,0.89,1,5,253,5,0,1,0,技術員,2
864,0.11,0.79,6,294,4,0,1,0,技術員,2
865,0.37,0.51,2,128,3,0,1,0,技術員,2
866,0.38,0.5,2,153,3,0,1,0,技術支援,2
867,0.78,0.87,5,256,5,0,1,0,技術支援,2
868,0.41,0.51,2,127,3,0,1,0,技術支援,2
869,0.41,0.51,2,137,3,0,1,0,技術支援,2
870,0.11,0.83,6,295,4,0,1,0,技術支援,2
871,0.11,0.79,6,281,4,0,1,0,技術支援,2
872,0.43,0.57,2,131,3,1,1,0,技術支援,2
873,0.75,0.86,5,237,5,0,1,0,技術支援,3
874,0.74,0.99,4,276,5,0,1,0,技術支援,1
875,0.85,0.85,5,267,5,0,1,0,技術支援,2
876,0.73,0.92,5,266,5,0,1,0,技術支援,2
877,0.1,0.79,6,294,4,0,1,0,技術員,2
878,0.44,0.56,2,134,3,0,1,0,技術員,2
879,0.3,0.56,3,309,4,1,1,0,技術員,1
880,0.11,0.77,7,273,4,0,1,0,經理,1
881,0.84,0.83,5,238,5,0,1,0,資訊科技,1
882,0.78,0.94,5,271,6,0,1,0,資訊科技,1
883,0.43,0.53,2,145,3,0,1,0,資訊科技,1
884,0.36,0.55,2,152,3,0,1,0,資訊科技,1
885,0.43,0.47,2,128,3,0,1,0,資訊科技,1
886,0.45,0.46,2,142,3,0,1,0,產品管理,1
887,0.76,0.93,5,238,5,0,1,0,產品管理,1
888,0.1,0.78,7,286,4,0,1,0,產品管理,1
889,0.09,0.86,6,291,4,0,1,0,產品管理,1
890,0.92,1,5,259,5,0,1,0,資訊科技,1
891,0.92,0.9,5,248,5,0,1,0,業務,1
892,0.79,0.98,4,271,5,0,1,0,業務,1
893,0.43,0.51,2,140,3,0,1,0,業務,1
894,0.8,0.95,4,274,5,0,1,0,業務,1
895,0.44,0.49,2,127,3,1,1,0,業務,1
896,0.89,0.87,5,275,6,0,1,0,行銷,1
897,0.48,0.88,3,239,3,0,1,0,業務,1
898,0.11,0.82,6,304,4,1,1,0,財務會計,1
899,0.38,0.55,2,145,3,0,1,0,技術支援,1
900,0.11,0.85,6,259,4,0,1,0,技術員,2
901,0.82,0.86,4,264,5,0,1,0,經理,2
902,0.37,0.45,2,160,3,0,1,0,行銷,2
903,0.4,0.48,2,138,3,0,1,0,行銷,2
904,0.43,0.47,2,137,3,0,1,0,行銷,2
905,0.44,0.5,2,156,3,0,1,0,業務,2
906,0.42,0.56,2,147,3,0,1,0,業務,2
907,0.11,0.8,7,243,4,0,1,0,業務,2
908,0.78,0.87,4,236,5,0,1,0,業務,2
909,0.46,0.86,2,212,4,0,1,0,業務,2
910,0.77,0.91,5,261,6,0,1,0,業務,2
911,0.83,0.82,4,243,5,0,1,0,業務,2
912,0.32,0.58,5,271,5,0,1,0,業務,3
913,0.9,0.92,5,154,4,0,1,0,業務,1
914,0.42,0.52,2,151,3,0,1,0,業務,2
915,0.1,0.96,6,254,4,1,1,0,業務,2
916,0.1,0.91,6,285,4,0,1,0,業務,2
917,0.44,0.49,2,130,3,0,1,0,業務,2
918,0.1,0.95,7,301,4,0,1,0,業務,1
919,0.11,0.8,6,286,4,0,1,0,業務,1
920,0.1,0.89,6,246,4,0,1,0,業務,1
921,0.39,0.47,2,135,3,0,1,0,業務,1
922,0.92,0.92,4,245,5,0,1,0,業務,1
923,0.43,0.56,2,136,3,0,1,0,業務,1
924,0.11,0.89,6,301,4,0,1,0,財務會計,1
925,0.81,1,5,235,5,0,1,0,財務會計,1
926,0.11,0.85,7,272,4,0,1,0,財務會計,1
927,0.87,1,5,274,5,0,1,0,人力資源,1
928,0.37,0.46,2,131,3,0,1,0,人力資源,1
929,0.39,0.56,2,135,3,0,1,0,人力資源,1
930,0.61,0.86,4,196,4,0,1,0,人力資源,1
931,0.11,0.95,6,285,4,0,1,0,技術員,1
932,0.09,0.9,7,289,5,0,1,0,技術員,1
933,0.36,0.52,2,157,3,0,1,0,技術員,1
934,0.09,0.94,6,308,4,0,1,0,技術員,1
935,0.41,0.71,4,301,5,0,1,0,技術員,1
936,0.4,0.46,2,131,3,0,1,0,技術員,1
937,0.1,0.91,6,262,5,1,1,0,技術員,1
938,0.46,0.53,2,143,3,1,1,0,技術員,1
939,0.39,0.57,2,133,3,0,1,0,技術員,2
940,0.41,0.5,2,153,3,0,1,0,技術員,2
941,0.1,0.94,7,281,4,0,1,0,技術員,2
942,0.39,0.51,2,132,3,0,1,0,技術支援,2
943,0.73,0.83,5,270,5,1,1,0,技術支援,2
944,0.41,0.45,2,150,3,0,1,0,技術支援,2
945,0.37,0.51,2,140,3,0,1,0,技術支援,2
946,0.38,0.5,2,150,3,1,1,0,技術支援,2
947,0.8,0.63,5,180,5,0,1,0,技術支援,2
948,0.09,0.85,5,281,4,0,1,0,技術支援,2
949,0.85,0.92,4,275,5,0,1,0,技術支援,2
950,0.42,0.54,2,130,3,0,1,0,技術支援,2
951,0.41,0.48,2,130,3,0,1,0,技術支援,3
952,0.38,0.46,2,147,3,0,1,0,技術支援,1
953,0.72,1,5,264,5,0,1,0,技術員,2
954,0.11,0.74,6,290,5,0,1,0,技術員,2
955,0.37,0.47,2,150,3,0,1,0,技術員,2
956,0.1,0.81,6,304,4,0,1,0,經理,2
957,0.36,0.54,2,136,3,0,1,0,資訊科技,1
958,0.92,0.94,5,307,5,0,1,0,資訊科技,1
959,0.11,0.87,5,303,4,0,1,0,資訊科技,1
960,0.39,0.56,2,156,3,0,1,0,資訊科技,1
961,0.11,0.95,6,271,4,0,1,0,資訊科技,1
962,0.45,0.45,2,140,3,0,1,0,產品管理,1
963,0.44,0.55,2,130,3,1,1,0,產品管理,1
964,0.85,0.97,4,266,6,0,1,0,產品管理,1
965,0.43,0.52,2,139,3,0,1,0,產品管理,1
966,0.75,0.86,5,260,5,0,1,0,資訊科技,1
967,0.11,0.55,2,137,3,1,1,0,研發,1
968,0.36,0.5,2,158,3,0,1,0,研發,1
969,0.1,0.79,6,249,4,0,1,0,研發,1
970,0.74,0.89,5,259,5,0,1,0,研發,1
971,0.4,0.46,2,144,3,0,1,0,研發,1
972,0.09,0.77,6,244,4,0,1,0,行銷,1
973,0.76,0.91,4,219,5,0,1,0,業務,1
974,0.45,0.57,2,151,3,0,1,0,財務會計,1
975,0.84,0.88,4,269,5,0,1,0,技術支援,1
976,0.38,0.45,2,127,3,0,1,0,技術員,1
977,0.38,0.46,2,144,3,0,1,0,經理,1
978,0.38,0.54,2,157,3,0,1,0,行銷,2
979,0.86,0.94,5,224,5,0,1,0,行銷,2
980,0.37,0.46,2,155,3,0,1,0,行銷,2
981,0.37,0.5,2,131,3,0,1,0,業務,2
982,0.87,1,4,258,5,1,1,1,業務,2
983,0.11,0.85,6,267,4,0,1,0,業務,2
984,0.42,0.5,2,141,3,0,1,0,業務,2
985,0.43,0.48,2,160,3,0,1,0,業務,2
986,0.09,0.8,6,247,4,0,1,0,業務,2
987,0.54,0.56,4,260,3,0,1,0,業務,2
988,0.4,0.47,2,151,3,0,1,0,業務,2
989,0.36,0.52,2,137,3,1,1,0,業務,2
990,0.87,0.9,4,256,5,0,1,0,業務,3
991,0.75,0.88,4,239,5,0,1,0,業務,1
